"KO","log2FoldChange","log2CPM","PValue","FDR","level","descri","text"
"K19055",0.465853547775272,8.25771513624616,0.360432513318049,0.649896144168824,"No","prdX, proX; Ala-tRNA(Pro) deacylase [EC:3.1.1.-]",NA
"K00674",-0.5184300767616,7.51548109324164,0.361570457145704,0.650435331261336,"No","dapD; 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]",NA
"K00681",-0.5184300767616,7.51548109324164,0.361570457145704,0.650435331261336,"No","ggt; gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]",NA
"K01507",-0.5184300767616,7.51548109324164,0.361570457145704,0.650435331261336,"No","ppa; inorganic pyrophosphatase [EC:3.6.1.1]",NA
"K02009",0.493234172794267,8.12803271413949,0.361991550812387,0.650689603701401,"No","cbiN; cobalt/nickel transport protein",NA
"K00620",-0.391484913027539,8.79451118118802,0.372490301538799,0.668012676468194,"No","argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]",NA
"K01693",-0.391484913027539,8.79451118118802,0.372490301538799,0.668012676468194,"No","hisB; imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]",NA
"K04517",-0.391484913027539,8.79451118118802,0.372490301538799,0.668012676468194,"No","tyrA2; prephenate dehydrogenase [EC:1.3.1.12]",NA
"K04771",0.222397874104554,10.2105368258569,0.37668194794545,0.675009407489304,"No","degP, htrA; serine protease Do [EC:3.4.21.107]",NA
"K02013",-0.200937705660189,10.8823396265318,0.380320100200781,0.680977457570305,"No","ABC.FEV.A; iron complex transport system ATP-binding protein [EC:3.6.3.34]",NA
"K00057",0.21595664180509,9.93912498270042,0.382647264421491,0.680977457570305,"No","gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]",NA
"K00609",0.21595664180509,9.93912498270042,0.382647264421491,0.680977457570305,"No","pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]",NA
"K00760",0.21595664180509,9.93912498270042,0.382647264421491,0.680977457570305,"No","hprT, hpt, HPRT1; hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]",NA
"K01835",0.21595664180509,9.93912498270042,0.382647264421491,0.680977457570305,"No","pgm; phosphoglucomutase [EC:5.4.2.2]",NA
"K01893",0.21595664180509,9.93912498270042,0.382647264421491,0.680977457570305,"No","NARS, asnS; asparaginyl-tRNA synthetase [EC:6.1.1.22]",NA
"K02238",0.21595664180509,9.93912498270042,0.382647264421491,0.680977457570305,"No","comEC; competence protein ComEC",NA
"K04096",0.21595664180509,9.93912498270042,0.382647264421491,0.680977457570305,"No","smf; DNA processing protein",NA
"K09013",0.21595664180509,9.93912498270042,0.382647264421491,0.680977457570305,"No","sufC; Fe-S cluster assembly ATP-binding protein",NA
"K01246",-0.307750119947937,9.60947907077208,0.383352049961689,0.681710143892116,"No","tag; DNA-3-methyladenine glycosylase I [EC:3.2.2.20]",NA
"K00014",-0.258644460373815,9.95231827787984,0.386587473872816,0.686938475346195,"No","aroE; shikimate dehydrogenase [EC:1.1.1.25]",NA
"K01915",-0.205641162904897,11.1713358469226,0.388250238655135,0.68936645428385,"No","glnA, GLUL; glutamine synthetase [EC:6.3.1.2]",NA
"K00611",-0.359171290713482,8.87755060612211,0.390565543972827,0.691892959086669,"No","OTC, argF, argI; ornithine carbamoyltransferase [EC:2.1.3.3]",NA
"K03785",-0.359171290713482,8.87755060612211,0.390565543972827,0.691892959086669,"No","aroD; 3-dehydroquinate dehydratase I [EC:4.2.1.10]",NA
"K07667",-0.359171290713482,8.87755060612211,0.390565543972827,0.691892959086669,"No","kdpE; two-component system, OmpR family, KDP operon response regulator KdpE",NA
"K01653",-0.247260509007204,9.99012738647925,0.394289058316196,0.697957648130496,"No","E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit [EC:2.2.1.6]",NA
"K02051",0.206513399919735,10.2392163204024,0.397277189334748,0.702712351629372,"No","ABC.SN.S; NitT/TauT family transport system substrate-binding protein",NA
"K00088",-0.197124543330825,10.3797324919896,0.399570837863068,0.705696103925206,"No","IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]",NA
"K02316",-0.197124543330825,10.3797324919896,0.399570837863068,0.705696103925206,"No","dnaG; DNA primase [EC:2.7.7.-]",NA
"K03671",0.203253731432555,11.3750568221206,0.401395296292518,0.708380469784823,"No","trxA; thioredoxin 1",NA
"K01775",0.191704312072756,10.6063681381402,0.421197847971379,0.742764362684934,"No","alr; alanine racemase [EC:5.1.1.1]",NA
"K01791",-0.249875258200688,9.98606084201841,0.42366235318983,0.746544419332989,"No","wecB; UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC:5.1.3.14]",NA
"K07089",-0.429055687233942,7.70928585965467,0.425413547169848,0.749062763601111,"No","K07089; uncharacterized protein",NA
"K07478",0.191922347003105,10.5818155970329,0.428357580920743,0.753676046309871,"No","ycaJ; putative ATPase",NA
"K00688",0.178242676625902,10.436632525496,0.434412736817135,0.763752098138061,"No","PYG, glgP; glycogen phosphorylase [EC:2.4.1.1]",NA
"K07727",-0.264509417211787,8.97665056951189,0.43835078082685,0.77009359229853,"No","K07727; putative transcriptional regulator",NA
"K00943",0.241091869614711,9.22309283478043,0.465437487466518,0.802595255889171,"No","tmk, DTYMK; dTMP kinase [EC:2.7.4.9]",NA
"K03648",0.168485611113385,10.2588754177359,0.471143066928314,0.802595255889171,"No","UNG, UDG; uracil-DNA glycosylase [EC:3.2.2.27]",NA
"K07407",-0.198732723546802,11.1797308396046,0.492566145084636,0.802595255889171,"No","E3.2.1.22B, galA, rafA; alpha-galactosidase [EC:3.2.1.22]",NA
"K07282",0.276374878634506,8.82051122392955,0.498203056404826,0.802595255889171,"No","capA, pgsA; gamma-polyglutamate biosynthesis protein CapA",NA
"K00656",0.148378316185311,10.4735197239965,0.498297745687342,0.802595255889171,"No","E2.3.1.54, pflD; formate C-acetyltransferase [EC:2.3.1.54]",NA
"K00058",-0.196829614083012,9.98147521254149,0.502705494659151,0.802595255889171,"No","serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]",NA
"K01256",0.208209364789772,9.33922414534289,0.522171702865839,0.802595255889171,"No","pepN; aminopeptidase N [EC:3.4.11.2]",NA
"K03744",-0.181477325346505,10.0795839643935,0.527560318000445,0.802595255889171,"No","lemA; LemA protein",NA
"K00615",0.175944192042845,10.7165153041273,0.527832348650732,0.802595255889171,"No","E2.2.1.1, tktA, tktB; transketolase [EC:2.2.1.1]",NA
"K00266",-0.170589822201755,10.2806935716109,0.529861420525864,0.802595255889171,"No","gltD; glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]",NA
"K01126",0.167948676009423,10.8832751268907,0.535498658708519,0.802595255889171,"No","E3.1.4.46, glpQ, ugpQ; glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]",NA
"K01443",0.157864195623649,10.5682719373889,0.536917981448523,0.802595255889171,"No","nagA, AMDHD2; N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25]",NA
"K02015",0.130649710582663,11.1235356047949,0.548498598422922,0.802595255889171,"No","ABC.FEV.P; iron complex transport system permease protein",NA
"K01817",0.160592626340241,9.86906618775194,0.548755754786596,0.802595255889171,"No","trpF; phosphoribosylanthranilate isomerase [EC:5.3.1.24]",NA
"K01338",-0.172212646139564,9.4989660118764,0.556611640898892,0.802595255889171,"No","lon; ATP-dependent Lon protease [EC:3.4.21.53]",NA
"K17836",-0.179529442023288,9.62899015376581,0.566117874329324,0.802595255889171,"No","penP; beta-lactamase class A [EC:3.5.2.6]",NA
"K00762",0.13806511567491,10.4488001277702,0.566653425251265,0.802595255889171,"No","pyrE; orotate phosphoribosyltransferase [EC:2.4.2.10]",NA
"K01872",0.13806511567491,10.4488001277702,0.566653425251265,0.802595255889171,"No","AARS, alaS; alanyl-tRNA synthetase [EC:6.1.1.7]",NA
"K00176",-0.377452602233619,7.34692448778097,0.569546106387653,0.802595255889171,"No","korD, oorD; 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]",NA
"K01815",-0.377452602233619,7.34692448778097,0.569546106387653,0.802595255889171,"No","kduI; 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]",NA
"K01858",-0.377452602233619,7.34692448778097,0.569546106387653,0.802595255889171,"No","INO1, ISYNA1; myo-inositol-1-phosphate synthase [EC:5.5.1.4]",NA
"K09939",-0.377452602233619,7.34692448778097,0.569546106387653,0.802595255889171,"No","K09939; uncharacterized protein",NA
"K11537",-0.377452602233619,7.34692448778097,0.569546106387653,0.802595255889171,"No","xapB; MFS transporter, NHS family, xanthosine permease",NA
"K09022",-0.159863695835746,9.55048852951504,0.570584296242678,0.802595255889171,"No","ridA, tdcF, RIDA; 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]",NA
"K01465",-0.13744714000782,10.1366110930425,0.579720825569101,0.802595255889171,"No","URA4, pyrC; dihydroorotase [EC:3.5.2.3]",NA
"K02039",-0.13744714000782,10.1366110930425,0.579720825569101,0.802595255889171,"No","phoU; phosphate transport system protein",NA
"K00059",0.133716451511681,11.5177688189311,0.579927157322193,0.802595255889171,"No","fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]",NA
"K01433",-0.299297812590313,7.56305093812063,0.580032614150119,0.802595255889171,"No","purU; formyltetrahydrofolate deformylase [EC:3.5.1.10]",NA
"K08191",-0.299297812590313,7.56305093812063,0.580032614150119,0.802595255889171,"No","exuT; MFS transporter, ACS family, hexuronate transporter",NA
"K01448",0.123722363246674,10.8278421483503,0.594940285063481,0.802595255889171,"No","amiABC; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]",NA
"K07223",0.199194781316083,9.315482909382,0.595202158824937,0.802595255889171,"No","K07223; putative iron-dependent peroxidase",NA
"K09790",0.199194781316083,9.315482909382,0.595202158824937,0.802595255889171,"No","K09790; uncharacterized protein",NA
"K00226",0.200062081058325,9.25465162541387,0.610242974991128,0.802595255889171,"No","pyrD; dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]",NA
"K07078",0.200062081058325,9.25465162541387,0.610242974991128,0.802595255889171,"No","K07078; uncharacterized protein",NA
"K02036",0.128108904911763,10.5466109182309,0.614528493812971,0.802595255889171,"No","pstB; phosphate transport system ATP-binding protein [EC:3.6.3.27]",NA
"K00262",-0.123647281250754,10.4080103604114,0.619830624355951,0.802595255889171,"No","E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+) [EC:1.4.1.4]",NA
"K02499",-0.258968490901646,8.16739402801157,0.62215079997556,0.802595255889171,"No","yabN; tetrapyrrole methylase family protein / MazG family protein",NA
"K07576",-0.258968490901646,8.16739402801157,0.62215079997556,0.802595255889171,"No","K07576; metallo-beta-lactamase family protein",NA
"K09121",-0.258968490901646,8.16739402801157,0.62215079997556,0.802595255889171,"No","larC; pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase [EC:4.99.1.12]",NA
"K09797",-0.308080327451556,7.43758624493968,0.623813230566453,0.802595255889171,"No","K09797; uncharacterized protein",NA
"K00566",-0.119600401211984,10.4577865091626,0.631026740901766,0.802595255889171,"No","mnmA, trmU; tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]",NA
"K00963",0.151824830475256,9.23769953734532,0.638542716097123,0.802595255889171,"No","UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]",NA
"K03722",0.151824830475256,9.23769953734532,0.638542716097123,0.802595255889171,"No","dinG; ATP-dependent DNA helicase DinG [EC:3.6.4.12]",NA
"K04720",0.163312457236362,9.29210838515397,0.642994651304538,0.802595255889171,"No","cobD; threonine-phosphate decarboxylase [EC:4.1.1.81]",NA
"K04477",0.191413748289702,8.71789262893675,0.64533651376527,0.802595255889171,"No","ycdX; putative hydrolase",NA
"K01270",0.118473668488857,10.2221458255008,0.647499719828299,0.802595255889171,"No","pepD; dipeptidase D [EC:3.4.13.-]",NA
"K02654",-0.222062696038636,8.29371964567436,0.650816409254598,0.802595255889171,"No","pilD, pppA; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]",NA
"K02805",-0.222062696038636,8.29371964567436,0.650816409254598,0.802595255889171,"No","wecE, rffA; dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]",NA
"K08316",-0.222062696038636,8.29371964567436,0.650816409254598,0.802595255889171,"No","rsmD; 16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]",NA
"K00997",0.150584094473557,9.17342207215458,0.654670596931524,0.802595255889171,"No","acpS; holo-[acyl-carrier protein] synthase [EC:2.7.8.7]",NA
"K00766",-0.168364800962336,9.02373772623012,0.659098220183515,0.802595255889171,"No","trpD; anthranilate phosphoribosyltransferase [EC:2.4.2.18]",NA
"K03783",-0.168364800962336,9.02373772623012,0.659098220183515,0.802595255889171,"No","punA, PNP; purine-nucleoside phosphorylase [EC:2.4.2.1]",NA
"K08978",-0.168364800962336,9.02373772623012,0.659098220183515,0.802595255889171,"No","TC.BAT1; bacterial/archaeal transporter family protein",NA
"K15635",-0.168364800962336,9.02373772623012,0.659098220183515,0.802595255889171,"No","apgM; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]",NA
"K03040",0.0994117794571887,10.1525630694502,0.667713070880642,0.802595255889171,"No","rpoA; DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]",NA
"K07088",0.112497131087462,10.5016254612423,0.671209844826226,0.802595255889171,"No","K07088; uncharacterized protein",NA
"K00610",-0.151625501318562,9.0948740203235,0.671850486836093,0.802595255889171,"No","pyrI; aspartate carbamoyltransferase regulatory subunit",NA
"K01489",-0.151625501318562,9.0948740203235,0.671850486836093,0.802595255889171,"No","cdd, CDA; cytidine deaminase [EC:3.5.4.5]",NA
"K01495",-0.151625501318562,9.0948740203235,0.671850486836093,0.802595255889171,"No","GCH1, folE; GTP cyclohydrolase IA [EC:3.5.4.16]",NA
"K05601",-0.151625501318562,9.0948740203235,0.671850486836093,0.802595255889171,"No","hcp; hydroxylamine reductase [EC:1.7.99.1]",NA
"K09816",-0.151625501318562,9.0948740203235,0.671850486836093,0.802595255889171,"No","znuB; zinc transport system permease protein",NA
"K09817",-0.151625501318562,9.0948740203235,0.671850486836093,0.802595255889171,"No","znuC; zinc transport system ATP-binding protein [EC:3.6.3.-]",NA
"K01734",-0.120888619450447,9.82098114874496,0.687395178585919,0.802595255889171,"No","mgsA; methylglyoxal synthase [EC:4.2.3.3]",NA
"K00655",0.0987313818518352,10.4277698123607,0.687650354474102,0.802595255889171,"No","plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]",NA
"K02016",0.0903815982429644,10.6738390918569,0.688251458755375,0.802595255889171,"No","ABC.FEV.S; iron complex transport system substrate-binding protein",NA
"K02548",0.109450042259239,10.3995750676441,0.70360678500459,0.802595255889171,"No","menA; 1,4-dihydroxy-2-naphthoate octaprenyltransferase [EC:2.5.1.74 2.5.1.-]",NA
"K00068",0.178442680413553,4.72524395422963,0.713571362501636,0.802595255889171,"No","srlD; sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]",NA
"K00090",0.178442680413553,4.72524395422963,0.713571362501636,0.802595255889171,"No","ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]",NA
"K00094",0.178442680413553,4.72524395422963,0.713571362501636,0.802595255889171,"No","E1.1.1.251, gatD; galactitol-1-phosphate 5-dehydrogenase [EC:1.1.1.251]",NA
"K00101",0.178442680413553,4.72524395422963,0.713571362501636,0.802595255889171,"No","lldD; L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]",NA
"K00112",0.178442680413553,4.72524395422963,0.713571362501636,0.802595255889171,"No","glpB; glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3]",NA
"K00113",0.178442680413553,4.72524395422963,0.713571362501636,0.802595255889171,"No","glpC; glycerol-3-phosphate dehydrogenase subunit C [EC:1.1.5.3]",NA
"K00116",0.178442680413553,4.72524395422963,0.713571362501636,0.802595255889171,"No","mqo; malate dehydrogenase (quinone) [EC:1.1.5.4]",NA
"K00117",0.178442680413553,4.72524395422963,0.713571362501636,0.802595255889171,"No","gcd; quinoprotein glucose dehydrogenase [EC:1.1.5.2]",NA
"K00135",0.178442680413553,4.72524395422963,0.713571362501636,0.802595255889171,"No","gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]",NA
"K00137",0.178442680413553,4.72524395422963,0.713571362501636,0.802595255889171,"No","prr; aminobutyraldehyde dehydrogenase [EC:1.2.1.19]",NA
"K00163",0.178442680413553,4.72524395422963,0.713571362501636,0.802595255889171,"No","aceE; pyruvate dehydrogenase E1 component [EC:1.2.4.1]",NA
"K00216",0.178442680413553,4.72524395422963,0.713571362501636,0.802595255889171,"No","entA; 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28]",NA
"K00219",0.178442680413553,4.72524395422963,0.713571362501636,0.802595255889171,"No","fadH; 2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]",NA
"K00228",0.178442680413553,4.72524395422963,0.713571362501636,0.802595255889171,"No","CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]",NA
"K00242",0.178442680413553,4.72524395422963,0.713571362501636,0.802595255889171,"No","sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit",NA
"K00247",0.178442680413553,4.72524395422963,0.713571362501636,0.802595255889171,"No","frdD; fumarate reductase subunit D",NA
